item_1,item_2,item_3,item_4,item_5,item_6,item_7,item_8,item_9,item_10,item_11,item_12
og cheese pide,murgh amritsari seekh pide,,,,,,,,,,
chilli cheese garlic bread,,,,,,,,,,,
mushroom mozzarella melt,,,,,,,,,,,
just pepperoni pide,,,,,,,,,,,
bageecha pizza,bellpepper onion pizza,,,,,,,,,,
fried chicken strips,chilli cheese garlic bread,,,,,,,,,,
angara paneer melt,,,,,,,,,,,
peri peri grilled chicken pizza,bacon pepperoni melt,,,,,,,,,,
og cheese pide,masala paneer pide,,,,,,,,,,
jamaican chicken melt,,,,,,,,,,,
jamaican chicken melt,murgh amritsari seekh melt,,,,,,,,,,
just pepperoni pizza,margherita pizza,,,,,,,,,,
margherita pizza,,,,,,,,,,,
chilli cheese garlic bread,masala paneer pide,,,,,,,,,,
all about chicken pizza,murgh amritsari seekh pizza,,,,,,,,,,
murgh amritsari garlic bread,grilled tangdis,,,,,,,,,,
jamaican chicken melt,,,,,,,,,,,
bageecha pizza,,,,,,,,,,,
murgh amritsari garlic bread,,,,,,,,,,,
cheesy garlic bread,harisa mayo,,,,,,,,,,
desi pepperoni pizza,,,,,,,,,,,
just pepperoni pide,,,,,,,,,,,
jamaican chicken melt,,,,,,,,,,,
chilli cheese garlic bread,,,,,,,,,,,
fried chicken strips,margherita pizza,,,,,,,,,,
chilli cheese garlic bread,,,,,,,,,,,
just pepperoni pizza,,,,,,,,,,,
makhani paneer pizza,bageecha pizza,,,,,,,,,,
bageecha pizza,,,,,,,,,,,
chilli cheese garlic bread,herbed potato,mushroom mozzarella melt,,,,,,,,,
all about chicken pizza,,,,,,,,,,,
jamaican chicken melt,,,,,,,,,,,
tipsy tiger ginger ale,murgh amritsari seekh pide,,,,,,,,,,
bageecha pizza,chilli cheese garlic bread,cheesy garlic bread,chicken pepperoni pizza,,,,,,,,
chilli cheese garlic bread,bageecha pizza,,,,,,,,,,
chilli cheese garlic bread,bageecha pizza,makhani paneer pizza,,,,,,,,,
makhani paneer pizza,,,,,,,,,,,
margherita pizza,peri peri grilled chicken pizza,bageecha pizza,all about chicken pizza,,,,,,,,
murgh amritsari garlic bread,herbed potato,peri peri crisper fries,all about chicken pizza,grilled tangdis,,,,,,,
cheesy garlic bread,margherita pizza,,,,,,,,,,
murgh amritsari seekh melt,,,,,,,,,,,
just pepperoni pide,,,,,,,,,,,
fried chicken strips,just pepperoni pide,,,,,,,,,,
murgh amritsari seekh pide,jamaican chicken melt,makhani paneer pizza,murgh amritsari garlic bread,,,,,,,,
onion rings,jamaican chicken melt,iced green tea - peach,fried chicken strips,,,,,,,,
all about chicken pizza,,,,,,,,,,,
all about chicken pizza,peri peri crisper fries,bacon pepperoni melt,,,,,,,,,
jamaican chicken melt,,,,,,,,,,,
mushroom mozzarella melt,,,,,,,,,,,
peri peri paneer pizza,,,,,,,,,,,
jamaican chicken melt,,,,,,,,,,,
bageecha pizza,chilli cheese garlic bread,herbed potato,,,,,,,,,
bageecha pizza,,,,,,,,,,,
makhani paneer pizza,,,,,,,,,,,
margherita pizza,,,,,,,,,,,
jamaican chicken melt,,,,,,,,,,,
jamaican chicken melt,,,,,,,,,,,
peanut butter chocolate pide,bageecha pizza,chilli cheese garlic bread,,,,,,,,,
murgh amritsari seekh pide,,,,,,,,,,,
mushroom mozzarella melt,,,,,,,,,,,
spinach sumac pide,masala potato pide,,,,,,,,,,
jamaican chicken melt,,,,,,,,,,,
murgh amritsari garlic bread,peri peri crisper fries,,,,,,,,,,
all about chicken pizza,,,,,,,,,,,
tripple cheese pizza,indian masala cripser fries,garlic aioli,,,,,,,,,
herbed potato,just pepperoni pizza,mutton seekh pide,,,,,,,,,
angara paneer melt,,,,,,,,,,,
jamaican chicken melt,,,,,,,,,,,
fried chicken strips,herbed potato,,,,,,,,,,
bageecha pizza,,,,,,,,,,,
peri peri paneer pizza,,,,,,,,,,,
bageecha pizza,,,,,,,,,,,
masala paneer pide,peri peri crisper fries,,,,,,,,,,
jamaican chicken melt,,,,,,,,,,,
pepperoni garlic bread,,,,,,,,,,,
jamaican chicken melt,,,,,,,,,,,
peri peri paneer pizza,,,,,,,,,,,
bageecha pizza,all about chicken pizza,,,,,,,,,,
jamaican chicken melt,chicken pepperoni pizza,,,,,,,,,,
bageecha pizza,peri peri paneer pizza,cheesy garlic bread,,,,,,,,,
bageecha pizza,,,,,,,,,,,
tripple cheese pizza,bageecha pizza,,,,,,,,,,
herbed potato,cheesy garlic bread,,,,,,,,,,
all about chicken pizza,,,,,,,,,,,
murgh amritsari garlic bread,all about chicken pizza,malai gud pide,,,,,,,,,
margherita pizza,,,,,,,,,,,
murgh amritsari seekh melt,,,,,,,,,,,
peri peri grilled chicken pizza,murgh amritsari garlic bread,bacon pepperoni melt,,,,,,,,,
murgh amritsari garlic bread,bacon pepperoni melt,,,,,,,,,,
chilli cheese garlic bread,mushroom pizza,,,,,,,,,,
chilli cheese garlic bread,,,,,,,,,,,
angara paneer melt,,,,,,,,,,,
cheesy garlic bread,,,,,,,,,,,
angara paneer melt,,,,,,,,,,,
malai gud pide,jamaican chicken melt,,,,,,,,,,
peri peri grilled chicken pizza,,,,,,,,,,,
tipsy tiger fresh lime soda,makhani paneer pizza,peri peri paneer melt,masala paneer pide,,,,,,,,
mushroom mozzarella melt,,,,,,,,,,,
peri peri paneer pizza,makhani paneer pizza,all about chicken pizza,murgh amritsari seekh pizza,,,,,,,,
peri peri crisper fries,bageecha pizza,,,,,,,,,,
mutton seekh pide,,,,,,,,,,,
angara paneer melt,,,,,,,,,,,
masala potato pide,,,,,,,,,,,
murgh amritsari seekh pizza,,,,,,,,,,,
masala potato pide,makhani paneer pizza,bageecha pizza,,,,,,,,,
margherita pizza,,,,,,,,,,,
margherita pizza,,,,,,,,,,,
tripple cheese pizza,,,,,,,,,,,
murgh amritsari garlic bread,,,,,,,,,,,
fried chicken strips,,,,,,,,,,,
makhani paneer pizza,,,,,,,,,,,
tripple cheese pizza,,,,,,,,,,,
murgh amritsari seekh pizza,,,,,,,,,,,
margherita pizza,,,,,,,,,,,
malai gud pide,,,,,,,,,,,
peri peri crisper fries,all about chicken pizza,makhani paneer pizza,,,,,,,,,
murgh amritsari seekh pizza,,,,,,,,,,,
margherita pizza,,,,,,,,,,,
mushroom mozzarella melt,,,,,,,,,,,
murgh amritsari seekh pizza,,,,,,,,,,,
makhani paneer pizza,,,,,,,,,,,
cheesy garlic bread,,,,,,,,,,,
chilli cheese garlic bread,,,,,,,,,,,
all about chicken pizza,murgh amritsari seekh pizza,,,,,,,,,,
mushroom mozzarella melt,,,,,,,,,,,
murgh amritsari garlic bread,cheesy garlic bread,margherita pizza,,,,,,,,,
makhani paneer pizza,masala paneer pide,malai gud pide,mushroom pizza,,,,,,,,
murgh amritsari seekh pizza,,,,,,,,,,,
margherita pizza,mushroom mozzarella melt,cheesy garlic bread,,,,,,,,,
cheesy garlic bread,herbed potato,,,,,,,,,,
chilli cheese garlic bread,makhani paneer pizza,,,,,,,,,,
margherita pizza,,,,,,,,,,,
tipsy tiger fresh lime soda,bageecha pizza,,,,,,,,,,
chilli cheese garlic bread,,,,,,,,,,,
murgh amritsari seekh melt,,,,,,,,,,,
all about chicken pizza,onion rings,,,,,,,,,,
margherita pizza,,,,,,,,,,,
bageecha pizza,,,,,,,,,,,
makhani paneer pizza,,,,,,,,,,,
peri peri paneer pizza,,,,,,,,,,,
bageecha pizza,,,,,,,,,,,
makhani paneer pizza,,,,,,,,,,,
makhani paneer pizza,,,,,,,,,,,
peri peri crisper fries,just pepperoni pide,,,,,,,,,,
bageecha pizza,murgh amritsari garlic bread,murgh amritsari seekh melt,,,,,,,,,
murgh amritsari seekh melt,,,,,,,,,,,
just pepperoni pizza,peri peri crisper fries,,,,,,,,,,
indian masala cripser fries,,,,,,,,,,,
chilli cheese garlic bread,,,,,,,,,,,
bageecha pizza,,,,,,,,,,,
mushroom mozzarella melt,,,,,,,,,,,
bageecha pizza,,,,,,,,,,,
peri peri paneer pizza,,,,,,,,,,,
cheesy garlic bread,,,,,,,,,,,
murgh amritsari seekh pide,all about chicken pizza,,,,,,,,,,
murgh amritsari seekh pizza,,,,,,,,,,,
makhani paneer pizza,,,,,,,,,,,
makhani paneer pizza,,,,,,,,,,,
murgh amritsari garlic bread,,,,,,,,,,,
murgh amritsari garlic bread,murgh amritsari seekh pizza,,,,,,,,,,
margherita pizza,,,,,,,,,,,
masala paneer pide,peri peri crisper fries,,,,,,,,,,
margherita pizza,,,,,,,,,,,
desi chicken pepperoni pizza,murgh amritsari garlic bread,all about chicken pizza,,,,,,,,,
all about chicken pizza,,,,,,,,,,,
jamaican chicken melt,,,,,,,,,,,
bageecha pizza,,,,,,,,,,,
bageecha pizza,,,,,,,,,,,
bageecha pizza,peri peri crisper fries,,,,,,,,,,
bageecha pizza,,,,,,,,,,,
all about chicken pizza,,,,,,,,,,,
murgh amritsari seekh melt,,,,,,,,,,,
angara paneer melt,,,,,,,,,,,
cheesy garlic bread,all about chicken pizza,makhani paneer pizza,indian masala cripser fries,chilli cheese garlic bread,peanut butter chocolate pide,,,,,,
margherita pizza,,,,,,,,,,,
salted crisper fries,bellpepper onion pizza,,,,,,,,,,
angara paneer melt,,,,,,,,,,,
all about chicken pizza,,,,,,,,,,,
mutton seekh pide,pepperoni garlic bread,,,,,,,,,,
murgh amritsari seekh melt,,,,,,,,,,,
margherita pizza,,,,,,,,,,,
jamaican chicken melt,,,,,,,,,,,
bageecha pizza,,,,,,,,,,,
herbed potato,bageecha pizza,,,,,,,,,,
margherita pizza,,,,,,,,,,,
salted crisper fries,harisa mayo,murgh amritsari seekh pizza,,,,,,,,,
bageecha pizza,,,,,,,,,,,
all about chicken pizza,,,,,,,,,,,
masala paneer pide,angara paneer melt,,,,,,,,,,
tripple cheese pizza,,,,,,,,,,,
murgh amritsari garlic bread,,,,,,,,,,,
just pepperoni pizza,,,,,,,,,,,
mushroom mozzarella melt,tipsy tiger fresh lime soda,,,,,,,,,,
cheesy garlic bread,,,,,,,,,,,
makhani paneer pizza,cheesy garlic bread,,,,,,,,,,
cheesy garlic bread,peri peri crisper fries,,,,,,,,,,
makhani paneer pizza,bageecha pizza,,,,,,,,,,
bageecha pizza,,,,,,,,,,,
murgh amritsari garlic bread,bageecha pizza,,,,,,,,,,
chilli cheese garlic bread,,,,,,,,,,,
peri peri paneer melt,,,,,,,,,,,
all about chicken pizza,,,,,,,,,,,
margherita pizza,,,,,,,,,,,
bageecha pizza,,,,,,,,,,,
all about chicken pizza,cheesy garlic bread,,,,,,,,,,
all about chicken pizza,herbed potato,,,,,,,,,,
bellpepper onion pizza,,,,,,,,,,,
all about chicken pizza,,,,,,,,,,,
pepperoni garlic bread,,,,,,,,,,,
bageecha pizza,chilli cheese garlic bread,,,,,,,,,,
bageecha pizza,salted crisper fries,og cheese pide,,,,,,,,,
all about chicken pizza,,,,,,,,,,,
margherita pizza,,,,,,,,,,,
bageecha pizza,margherita pizza,,,,,,,,,,
chilli cheese garlic bread,,,,,,,,,,,
mushroom mozzarella melt,,,,,,,,,,,
margherita pizza,,,,,,,,,,,
all about chicken pizza,bageecha pizza,,,,,,,,,,
margherita pizza,,,,,,,,,,,
makhani paneer pizza,,,,,,,,,,,
jamaican chicken melt,,,,,,,,,,,
masala paneer pide,,,,,,,,,,,
chilli cheese garlic bread,,,,,,,,,,,
murgh amritsari seekh pide,,,,,,,,,,,
chilli cheese garlic bread,bageecha pizza,,,,,,,,,,
bageecha pizza,spinach sumac pide,,,,,,,,,,
chilli cheese garlic bread,margherita pizza,,,,,,,,,,
murgh amritsari seekh pide,,,,,,,,,,,
murgh amritsari garlic bread,,,,,,,,,,,
murgh amritsari seekh melt,,,,,,,,,,,
peri peri paneer melt,,,,,,,,,,,
murgh amritsari seekh melt,,,,,,,,,,,
bacon pepperoni melt,,,,,,,,,,,
murgh amritsari seekh pide,,,,,,,,,,,
desi chicken pepperoni pizza,mushroom pizza,,,,,,,,,,
peanut butter chocolate pide,murgh amritsari seekh melt,,,,,,,,,,
makhani paneer pizza,bageecha pizza,chilli cheese garlic bread,,,,,,,,,
masala paneer pide,just pepperoni pide,tipsy tiger fresh lime soda,,,,,,,,,
peri peri paneer pizza,tripple cheese pizza,,,,,,,,,,
masala paneer pide,og cheese pide,,,,,,,,,,
bageecha pizza,bellpepper onion pizza,,,,,,,,,,
murgh amritsari seekh melt,peri peri chicken melt,,,,,,,,,,
all about chicken pizza,,,,,,,,,,,
desi pepperoni pizza,murgh amritsari seekh pizza,,,,,,,,,,
murgh amritsari seekh pide,pepperoni garlic bread,jamaican chicken melt,,,,,,,,,
masala paneer pide,,,,,,,,,,,
peri peri paneer pizza,bageecha pizza,,,,,,,,,,
makhani paneer pizza,bageecha pizza,spinach sumac pide,masala potato pide,,,,,,,,
peri peri paneer pizza,tripple cheese pizza,,,,,,,,,,
mushroom mozzarella melt,margherita pizza,,,,,,,,,,
just pepperoni pizza,peri peri grilled chicken pizza,,,,,,,,,,
cheesy garlic bread,tripple cheese pizza,,,,,,,,,,
murgh amritsari seekh melt,jamaican chicken melt,,,,,,,,,,
spinach sumac pide,masala paneer pide,,,,,,,,,,
mutton seekh pide,murgh amritsari garlic bread,,,,,,,,,,
murgh amritsari seekh pizza,all about chicken pizza,,,,,,,,,,
angara paneer melt,,,,,,,,,,,
fried chicken strips,peri peri grilled chicken pizza,,,,,,,,,,
all about chicken pizza,,,,,,,,,,,
bageecha pizza,fried chicken strips,onion rings,bellpepper onion pizza,peri peri crisper fries,,,,,,,
masala paneer pide,,,,,,,,,,,
chicken pepperoni pizza,peri peri paneer pizza,,,,,,,,,,
makhani paneer pizza,bageecha pizza,,,,,,,,,,
murgh amritsari seekh pide,all about chicken pizza,,,,,,,,,,
all about chicken pizza,tripple cheese pizza,,,,,,,,,,
onion rings,chicken pepperoni pizza,desi chicken pepperoni pizza,pepperoni garlic bread,,,,,,,,
all about chicken pizza,peri peri grilled chicken pizza,,,,,,,,,,
bellpepper onion pizza,makhani paneer pizza,,,,,,,,,,
peri peri paneer pizza,bageecha pizza,,,,,,,,,,
jamaican chicken melt,og cheese pide,,,,,,,,,,
onion rings,mushroom mozzarella melt,angara paneer melt,,,,,,,,,
bageecha pizza,masala paneer pide,,,,,,,,,,
peri peri paneer pizza,cheesy garlic bread,,,,,,,,,,
makhani paneer pizza,all about chicken pizza,,,,,,,,,,
salted crisper fries,tripple cheese pizza,mushroom mozzarella melt,grilled tangdis,,,,,,,,
peri peri paneer pizza,fried chicken strips,jamaican chicken melt,,,,,,,,,
mutton seekh pizza,murgh amritsari seekh pizza,all about chicken pizza,desi pepperoni pizza,,,,,,,,
masala paneer pide,,,,,,,,,,,
bageecha pizza,,,,,,,,,,,
murgh amritsari seekh pide,mutton seekh pide,,,,,,,,,,
jamaican chicken melt,murgh amritsari seekh melt,,,,,,,,,,
all about chicken pizza,desi pepperoni pizza,,,,,,,,,,
peri peri crisper fries,cheesy garlic bread,,,,,,,,,,
murgh amritsari seekh melt,peri peri grilled chicken pizza,,,,,,,,,,
jamaican chicken melt,chilli cheese garlic bread,,,,,,,,,,
murgh amritsari seekh pizza,,,,,,,,,,,
all about chicken pizza,,,,,,,,,,,
indian masala cripser fries,all about chicken pizza,,,,,,,,,,
mushroom mozzarella melt,garlic aioli,bageecha pizza,,,,,,,,,
all about chicken pizza,,,,,,,,,,,
mushroom mozzarella melt,margherita pizza,,,,,,,,,,
bageecha pizza,,,,,,,,,,,
og cheese pide,peri peri paneer pizza,,,,,,,,,,
peri peri crisper fries,peanut butter chocolate pide,cheesy garlic bread,bacon pepperoni melt,all about chicken pizza,onion rings,,,,,,
murgh amritsari seekh melt,just pepperoni pide,jamaican chicken melt,mutton seekh pide,,,,,,,,
bageecha pizza,makhani paneer pizza,,,,,,,,,,
salted crisper fries,grilled tangdis,tripple cheese pizza,peri peri paneer pizza,,,,,,,,
mutton seekh pide,,,,,,,,,,,
just pepperoni pide,margherita pizza,,,,,,,,,,
herbed potato,,,,,,,,,,,
peri peri paneer pizza,bageecha pizza,,,,,,,,,,
angara paneer melt,,,,,,,,,,,
chilli cheese garlic bread,,,,,,,,,,,
margherita pizza,,,,,,,,,,,
bageecha pizza,,,,,,,,,,,
desi chicken pepperoni pizza,,,,,,,,,,,
cheesy garlic bread,mushroom mozzarella melt,,,,,,,,,,
margherita pizza,peri peri crisper fries,,,,,,,,,,
cheesy garlic bread,makhani paneer pizza,,,,,,,,,,
bageecha pizza,,,,,,,,,,,
angara paneer melt,,,,,,,,,,,
peri peri chicken melt,,,,,,,,,,,
masala potato pide,,,,,,,,,,,
all about chicken pizza,,,,,,,,,,,
murgh amritsari seekh pizza,,,,,,,,,,,
garlic aioli,murgh amritsari seekh pizza,grilled tangdis,,,,,,,,,
margherita pizza,,,,,,,,,,,
murgh amritsari seekh melt,,,,,,,,,,,
chilli cheese garlic bread,,,,,,,,,,,
angara paneer melt,,,,,,,,,,,
makhani paneer pizza,tripple cheese pizza,bageecha pizza,margherita pizza,peri peri paneer pizza,,,,,,,
chilli cheese garlic bread,makhani paneer pizza,peri peri crisper fries,tipsy tiger ginger ale,,,,,,,,
herbed potato,bageecha pizza,,,,,,,,,,
cheesy garlic bread,,,,,,,,,,,
murgh amritsari seekh pizza,,,,,,,,,,,
indian masala cripser fries,murgh amritsari seekh pide,,,,,,,,,,
masala paneer pide,masala potato pide,,,,,,,,,,
murgh amritsari seekh pizza,,,,,,,,,,,
peri peri grilled chicken pizza,,,,,,,,,,,
murgh amritsari seekh pizza,pepperoni garlic bread,,,,,,,,,,
bageecha pizza,,,,,,,,,,,
all about chicken pizza,bageecha pizza,murgh amritsari seekh melt,,,,,,,,,
masala paneer pide,,,,,,,,,,,
jamaican chicken melt,pepperoni garlic bread,murgh amritsari garlic bread,,,,,,,,,
murgh amritsari seekh melt,,,,,,,,,,,
angara paneer melt,,,,,,,,,,,
makhani paneer pizza,,,,,,,,,,,
murgh amritsari seekh pizza,,,,,,,,,,,
tripple cheese pizza,,,,,,,,,,,
jamaican chicken melt,spinach sumac pide,chilli cheese garlic bread,angara paneer melt,,,,,,,,
peri peri crisper fries,onion rings,margherita pizza,,,,,,,,,
murgh amritsari seekh pizza,,,,,,,,,,,
bageecha pizza,,,,,,,,,,,
chilli cheese garlic bread,,,,,,,,,,,
spinach sumac pide,margherita pizza,,,,,,,,,,
all about chicken pizza,,,,,,,,,,,
all about chicken pizza,,,,,,,,,,,
angara paneer melt,,,,,,,,,,,
mutton seekh pide,,,,,,,,,,,
makhani paneer pizza,murgh amritsari garlic bread,,,,,,,,,,
masala paneer pide,,,,,,,,,,,
bageecha pizza,,,,,,,,,,,
cheesy garlic bread,,,,,,,,,,,
cheesy garlic bread,mutton seekh pizza,,,,,,,,,,
angara paneer melt,bellpepper onion pizza,,,,,,,,,,
jamaican chicken melt,murgh amritsari garlic bread,,,,,,,,,,
desi pepperoni pizza,,,,,,,,,,,
murgh amritsari seekh pizza,peri peri crisper fries,,,,,,,,,,
bageecha pizza,onion rings,harisa mayo,,,,,,,,,
tripple cheese pizza,,,,,,,,,,,
murgh amritsari seekh melt,,,,,,,,,,,
all about chicken pizza,,,,,,,,,,,
makhani paneer pizza,,,,,,,,,,,
margherita pizza,,,,,,,,,,,
peri peri paneer pizza,makhani paneer pizza,,,,,,,,,,
chilli cheese garlic bread,all about chicken pizza,,,,,,,,,,
jamaican chicken melt,cheesy garlic bread,,,,,,,,,,
tripple cheese pizza,cheesy garlic bread,salted crisper fries,,,,,,,,,
tipsy tiger ginger ale,cheesy garlic bread,bellpepper onion pizza,,,,,,,,,
just pepperoni pide,pepperoni garlic bread,,,,,,,,,,
masala paneer pide,angara paneer melt,,,,,,,,,,
makhani paneer pizza,,,,,,,,,,,
bageecha pizza,,,,,,,,,,,
margherita pizza,,,,,,,,,,,
peri peri grilled chicken pizza,grilled tangdis,,,,,,,,,,
murgh amritsari seekh pizza,,,,,,,,,,,
fried chicken strips,murgh amritsari garlic bread,jamaican chicken melt,,,,,,,,,
chilli cheese garlic bread,,,,,,,,,,,
mayonnaise,angara paneer melt,,,,,,,,,,
bageecha pizza,peri peri grilled chicken pizza,,,,,,,,,,
masala omelette pide,makhani paneer pizza,,,,,,,,,,
tipsy tiger fresh lime soda,bageecha pizza,,,,,,,,,,
mushroom mozzarella melt,,,,,,,,,,,
peri peri crisper fries,mushroom pizza,,,,,,,,,,
cheesy garlic bread,margherita pizza,,,,,,,,,,
bageecha pizza,,,,,,,,,,,
murgh amritsari seekh pide,jamaican chicken melt,tipsy tiger fresh lime soda,peri peri crisper fries,,,,,,,,
mushroom mozzarella melt,peri peri crisper fries,,,,,,,,,,
margherita pizza,,,,,,,,,,,
fried chicken strips,,,,,,,,,,,
bageecha pizza,,,,,,,,,,,
peri peri paneer melt,bageecha pizza,,,,,,,,,,
tripple cheese pizza,,,,,,,,,,,
cheesy garlic bread,bageecha pizza,,,,,,,,,,
peri peri paneer pizza,,,,,,,,,,,
tripple cheese pizza,,,,,,,,,,,
malai gud pide,angara paneer melt,,,,,,,,,,
mushroom pizza,fried chicken strips,,,,,,,,,,
og cheese pide,malai gud pide,,,,,,,,,,
malai gud pide,tripple cheese pizza,makhani paneer pizza,spinach sumac pide,,,,,,,,
bageecha pizza,chilli cheese garlic bread,peri peri crisper fries,,,,,,,,,
cheesy garlic bread,makhani paneer pizza,,,,,,,,,,
chilli cheese garlic bread,,,,,,,,,,,
murgh amritsari seekh melt,angara paneer melt,,,,,,,,,,
raw masala lemon shikanji,,,,,,,,,,,
mutton seekh pide,,,,,,,,,,,
chilli cheese garlic bread,makhani paneer pizza,,,,,,,,,,
cheesy garlic bread,murgh amritsari seekh melt,,,,,,,,,,
just pepperoni pizza,,,,,,,,,,,
bageecha pizza,tripple cheese pizza,jamaican chicken melt,,,,,,,,,
tripple cheese pizza,,,,,,,,,,,
tipsy tiger fresh lime soda,indian pico de-gallo,raw masala lemon shikanji,bageecha pizza,indian masala cripser fries,,,,,,,
herbed potato,tripple cheese pizza,,,,,,,,,,
tripple cheese pizza,mushroom mozzarella melt,,,,,,,,,,
masala omelette pide,herbed potato,,,,,,,,,,
makhani paneer pizza,murgh amritsari seekh pizza,all about chicken pizza,,,,,,,,,
